coverage,avg_set_size,accuracy,dataset,model,seed,alpha,target_coverage,distribution_noise,label_noise,sample_size,coverage_gap,experiment
0.9385964912280702,0.9736842105263158,0.9473684210526315,breast_cancer,random_forest,2,0.1,0.9,0.0,0.2,full,0.038596491228070184,label_noise
0.9649122807017544,1.0964912280701755,0.9210526315789473,breast_cancer,random_forest,2,0.1,0.9,0.0,0.3,full,0.06491228070175437,label_noise
0.956140350877193,0.9824561403508771,0.9649122807017544,breast_cancer,random_forest,2,0.1,0.9,0.0,0.0,100,0.056140350877192935,sample_size
0.9122807017543859,0.9210526315789473,0.9824561403508771,breast_cancer,random_forest,2,0.1,0.9,0.0,0.0,500,0.012280701754385892,sample_size
0.9122807017543859,0.9210526315789473,0.9824561403508771,breast_cancer,random_forest,2,0.1,0.9,0.0,0.0,1000,0.012280701754385892,sample_size
0.9122807017543859,0.9210526315789473,0.9824561403508771,breast_cancer,random_forest,2,0.1,0.9,0.0,0.0,full,0.012280701754385892,sample_size
0.9649122807017544,0.9912280701754386,0.9736842105263158,breast_cancer,random_forest,3,0.1,0.9,0.0,0.0,full,0.06491228070175437,sample_size
0.956140350877193,0.9736842105263158,0.9736842105263158,breast_cancer,random_forest,3,0.1,0.9,0.1,0.0,full,0.056140350877192935,distribution_shift
0.9385964912280702,0.9649122807017544,0.956140350877193,breast_cancer,random_forest,3,0.1,0.9,0.2,0.0,full,0.038596491228070184,distribution_shift
0.8771929824561403,0.9210526315789473,0.9298245614035088,breast_cancer,random_forest,3,0.1,0.9,0.5,0.0,full,-0.02280701754385972,distribution_shift
0.7807017543859649,0.868421052631579,0.8508771929824561,breast_cancer,random_forest,3,0.1,0.9,1.0,0.0,full,-0.11929824561403513,distribution_shift
0.9649122807017544,0.9912280701754386,0.9736842105263158,breast_cancer,random_forest,3,0.1,0.9,0.0,0.0,full,0.06491228070175437,sample_size
0.956140350877193,0.9736842105263158,0.9649122807017544,breast_cancer,random_forest,3,0.1,0.9,0.0,0.1,full,0.056140350877192935,label_noise
0.9122807017543859,0.956140350877193,0.9473684210526315,breast_cancer,random_forest,3,0.1,0.9,0.0,0.2,full,0.012280701754385892,label_noise
0.9122807017543859,1.0701754385964912,0.868421052631579,breast_cancer,random_forest,3,0.1,0.9,0.0,0.3,full,0.012280701754385892,label_noise
0.9473684210526315,0.9912280701754386,0.956140350877193,breast_cancer,random_forest,3,0.1,0.9,0.0,0.0,100,0.047368421052631504,sample_size
0.9649122807017544,0.9912280701754386,0.9736842105263158,breast_cancer,random_forest,3,0.1,0.9,0.0,0.0,500,0.06491228070175437,sample_size
0.9649122807017544,0.9912280701754386,0.9736842105263158,breast_cancer,random_forest,3,0.1,0.9,0.0,0.0,1000,0.06491228070175437,sample_size
0.9649122807017544,0.9912280701754386,0.9736842105263158,breast_cancer,random_forest,3,0.1,0.9,0.0,0.0,full,0.06491228070175437,sample_size
0.9473684210526315,0.956140350877193,0.956140350877193,breast_cancer,random_forest,4,0.1,0.9,0.0,0.0,full,0.047368421052631504,sample_size
0.9298245614035088,0.9298245614035088,0.956140350877193,breast_cancer,random_forest,4,0.1,0.9,0.1,0.0,full,0.029824561403508754,distribution_shift
0.9298245614035088,0.9298245614035088,0.956140350877193,breast_cancer,random_forest,4,0.1,0.9,0.2,0.0,full,0.029824561403508754,distribution_shift
0.8947368421052632,0.8947368421052632,0.956140350877193,breast_cancer,random_forest,4,0.1,0.9,0.5,0.0,full,-0.0052631578947368585,distribution_shift
0.7631578947368421,0.7631578947368421,0.9298245614035088,breast_cancer,random_forest,4,0.1,0.9,1.0,0.0,full,-0.13684210526315788,distribution_shift
0.9473684210526315,0.956140350877193,0.956140350877193,breast_cancer,random_forest,4,0.1,0.9,0.0,0.0,full,0.047368421052631504,sample_size
0.9473684210526315,0.956140350877193,0.9736842105263158,breast_cancer,random_forest,4,0.1,0.9,0.0,0.1,full,0.047368421052631504,label_noise
